"response_id","customer_id","date_key","year_month","nps_score","nps_category","nps_value","reason","feature_request","plan_tier","country","acquisition_channel","submitted_at"
"c1acd8b7-da5","07ab680e-2668-425e-88e4-9fc8147dc74a",20250601,"2025-06",10,"Promoter",1,"Best tool for my team","Bulk actions","pro","BR","google_ads","2025-06-01 15:49:36+01"
"3d2f2196-1b2","87f88d10-be65-45ba-93d2-1c9a1f43b6d7",20240301,"2024-03",8,"Passive",0,"Works well enough","","starter","NG","google_ads","2024-03-01 22:19:48+01"
"961eac4f-463","87f88d10-be65-45ba-93d2-1c9a1f43b6d7",20240601,"2024-06",9,"Promoter",1,"Clean UI, nothing bloated","Mobile app improvements","starter","NG","google_ads","2024-06-01 07:22:40+01"
"298cbbeb-03b","87f88d10-be65-45ba-93d2-1c9a1f43b6d7",20240901,"2024-09",9,"Promoter",1,"Best tool for my team","API docs","starter","NG","google_ads","2024-09-01 22:14:39+01"
"ccc4ec2c-687","87f88d10-be65-45ba-93d2-1c9a1f43b6d7",20241201,"2024-12",1,"Detractor",-1,"Too expensive for what it offers","Mobile app improvements","starter","NG","google_ads","2024-12-01 19:27:05+01"
"4ec52530-8b0","87f88d10-be65-45ba-93d2-1c9a1f43b6d7",20250301,"2025-03",9,"Promoter",1,"Love the kanban board","More integrations","starter","NG","google_ads","2025-03-01 16:11:59+01"
"3b4c943e-f50","87f88d10-be65-45ba-93d2-1c9a1f43b6d7",20250601,"2025-06",10,"Promoter",1,"Clean UI, nothing bloated","API docs","starter","NG","google_ads","2025-06-01 21:58:27+01"
"2e174724-8a2","d4998fe4-9ab5-4719-b5c3-bbefaeed37d9",20241201,"2024-12",10,"Promoter",1,"Love the kanban board","API docs","business","KE","google_ads","2024-12-01 14:12:08+01"
"cd2f27f6-8b0","d4998fe4-9ab5-4719-b5c3-bbefaeed37d9",20250301,"2025-03",10,"Promoter",1,"Love the kanban board","Mobile app improvements","business","KE","google_ads","2025-03-01 02:04:54+01"
"581db204-53e","d4998fe4-9ab5-4719-b5c3-bbefaeed37d9",20250601,"2025-06",10,"Promoter",1,"Best tool for my team","Mobile app improvements","business","KE","google_ads","2025-06-01 23:48:46+01"
"733e9c73-744","6b27569d-e5fe-4292-a27f-097f4bef459b",20250301,"2025-03",9,"Promoter",1,"Clean UI, nothing bloated","Better reporting","starter","US","google_ads","2025-03-01 11:47:25+01"
"4f3d5271-f7c","6b27569d-e5fe-4292-a27f-097f4bef459b",20250601,"2025-06",9,"Promoter",1,"Best tool for my team","Better reporting","starter","US","google_ads","2025-06-01 09:52:20+01"
"8fffb8f1-382","52ed0278-53e6-49fb-aaa7-cbff6500d904",20240901,"2024-09",7,"Passive",0,"Works well enough","Mobile app improvements","business","IN","organic_search","2024-09-01 05:38:38+01"
"6759a40f-560","52ed0278-53e6-49fb-aaa7-cbff6500d904",20241201,"2024-12",10,"Promoter",1,"Saves me hours every week","","business","IN","organic_search","2024-12-01 23:59:28+01"
"fc858d08-676","52ed0278-53e6-49fb-aaa7-cbff6500d904",20250301,"2025-03",5,"Detractor",-1,"Keeps crashing on mobile","API docs","business","IN","organic_search","2025-03-01 14:10:06+01"
"d36d82ed-b5f","52ed0278-53e6-49fb-aaa7-cbff6500d904",20250601,"2025-06",10,"Promoter",1,"Love the kanban board","API docs","business","IN","organic_search","2025-06-01 17:50:24+01"
"b1a2a43b-0be","dcd95b7a-fdc1-4fc6-aab9-72c1b3ba476f",20240901,"2024-09",0,"Detractor",-1,"Support was slow","Mobile app improvements","pro","US","organic_search","2024-09-01 21:43:47+01"
"6eb082ec-34b","dcd95b7a-fdc1-4fc6-aab9-72c1b3ba476f",20241201,"2024-12",9,"Promoter",1,"Great value","","pro","US","organic_search","2024-12-01 12:39:53+01"
"1c75935d-bf0","dcd95b7a-fdc1-4fc6-aab9-72c1b3ba476f",20250301,"2025-03",9,"Promoter",1,"Saves me hours every week","Bulk actions","pro","US","organic_search","2025-03-01 15:54:55+01"
"7323e572-091","dcd95b7a-fdc1-4fc6-aab9-72c1b3ba476f",20250601,"2025-06",1,"Detractor",-1,"Too expensive for what it offers","","pro","US","organic_search","2025-06-01 09:48:55+01"
"94faa615-7cc","a29057ab-e7e9-4620-bf18-454c2149e392",20240901,"2024-09",10,"Promoter",1,"Great value","Bulk actions","pro","NG","linkedin_ads","2024-09-01 06:04:42+01"
"c5f9d931-f2f","a29057ab-e7e9-4620-bf18-454c2149e392",20241201,"2024-12",1,"Detractor",-1,"Confusing onboarding","Bulk actions","pro","NG","linkedin_ads","2024-12-01 21:13:33+01"
"42ee0bc6-e37","a29057ab-e7e9-4620-bf18-454c2149e392",20250301,"2025-03",10,"Promoter",1,"Great value","More integrations","pro","NG","linkedin_ads","2025-03-01 01:05:56+01"
"b3a0e11b-659","a29057ab-e7e9-4620-bf18-454c2149e392",20250601,"2025-06",10,"Promoter",1,"Saves me hours every week","Mobile app improvements","pro","NG","linkedin_ads","2025-06-01 15:18:35+01"
"0cda98fe-85a","f1ebb51b-3aef-4e6a-b6db-c34c0edce390",20250301,"2025-03",9,"Promoter",1,"Clean UI, nothing bloated","More integrations","business","IN","google_ads","2025-03-01 11:59:05+01"
"6b9a9667-efb","f1ebb51b-3aef-4e6a-b6db-c34c0edce390",20250601,"2025-06",7,"Passive",0,"Some bugs occasionally","Bulk actions","business","IN","google_ads","2025-06-01 12:27:42+01"
"697948aa-db5","ad8f7a87-4f9f-4070-966b-5b3c82f4810d",20241201,"2024-12",8,"Passive",0,"Good but missing a few features","Better reporting","pro","US","linkedin_ads","2024-12-01 08:51:00+01"
"9b157648-ae5","ad8f7a87-4f9f-4070-966b-5b3c82f4810d",20250301,"2025-03",9,"Promoter",1,"Super easy to use","Better reporting","pro","US","linkedin_ads","2025-03-01 18:42:27+01"
"db4b6b6c-797","ad8f7a87-4f9f-4070-966b-5b3c82f4810d",20250601,"2025-06",9,"Promoter",1,"Super easy to use","Better reporting","pro","US","linkedin_ads","2025-06-01 13:49:32+01"
"3dd39bb1-70a","cdd81c38-e476-48a3-8430-e69d89e910d4",20240301,"2024-03",7,"Passive",0,"Some bugs occasionally","Mobile app improvements","starter","NG","linkedin_ads","2024-03-01 18:43:22+01"
"a17c404e-2b2","cdd81c38-e476-48a3-8430-e69d89e910d4",20240601,"2024-06",5,"Detractor",-1,"Too expensive for what it offers","Better reporting","starter","NG","linkedin_ads","2024-06-01 02:04:42+01"
"94716c2b-ee6","cdd81c38-e476-48a3-8430-e69d89e910d4",20240901,"2024-09",10,"Promoter",1,"Great value","API docs","starter","NG","linkedin_ads","2024-09-01 01:26:03+01"
"befe85dd-b9f","cdd81c38-e476-48a3-8430-e69d89e910d4",20241201,"2024-12",9,"Promoter",1,"Best tool for my team","Mobile app improvements","starter","NG","linkedin_ads","2024-12-01 09:48:49+01"
"49aff30a-f97","cdd81c38-e476-48a3-8430-e69d89e910d4",20250301,"2025-03",2,"Detractor",-1,"Confusing onboarding","Mobile app improvements","starter","NG","linkedin_ads","2025-03-01 23:28:07+01"
"65816e70-6ee","cdd81c38-e476-48a3-8430-e69d89e910d4",20250601,"2025-06",9,"Promoter",1,"Saves me hours every week","Bulk actions","starter","NG","linkedin_ads","2025-06-01 20:15:01+01"
"8a6115c0-828","5b946b8c-b27d-47cb-952b-abb87359ef8a",20240601,"2024-06",7,"Passive",0,"Works well enough","Mobile app improvements","pro","KE","google_ads","2024-06-01 11:52:41+01"
"d2e50d42-f4b","5b946b8c-b27d-47cb-952b-abb87359ef8a",20240901,"2024-09",10,"Promoter",1,"Great value","","pro","KE","google_ads","2024-09-01 19:32:58+01"
"36f8d2bd-7cd","5b946b8c-b27d-47cb-952b-abb87359ef8a",20241201,"2024-12",9,"Promoter",1,"Best tool for my team","Bulk actions","pro","KE","google_ads","2024-12-01 15:01:18+01"
"3cd5098b-5a2","5b946b8c-b27d-47cb-952b-abb87359ef8a",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","Mobile app improvements","pro","KE","google_ads","2025-03-01 09:51:44+01"
"e2821043-6b3","5b946b8c-b27d-47cb-952b-abb87359ef8a",20250601,"2025-06",9,"Promoter",1,"Best tool for my team","Better reporting","pro","KE","google_ads","2025-06-01 05:44:06+01"
"5ec52d34-877","0f8c2986-4981-49fc-b31f-8becd6d88afb",20240301,"2024-03",10,"Promoter",1,"Super easy to use","Bulk actions","pro","US","google_ads","2024-03-01 02:07:51+01"
"55bc4968-449","0f8c2986-4981-49fc-b31f-8becd6d88afb",20240601,"2024-06",9,"Promoter",1,"Best tool for my team","Mobile app improvements","pro","US","google_ads","2024-06-01 17:28:09+01"
"acf3fec5-d74","0f8c2986-4981-49fc-b31f-8becd6d88afb",20240901,"2024-09",7,"Passive",0,"Some bugs occasionally","Mobile app improvements","pro","US","google_ads","2024-09-01 23:44:38+01"
"52f3635d-589","0f8c2986-4981-49fc-b31f-8becd6d88afb",20241201,"2024-12",8,"Passive",0,"Good but missing a few features","Mobile app improvements","pro","US","google_ads","2024-12-01 19:46:16+01"
"9f275731-ff0","0f8c2986-4981-49fc-b31f-8becd6d88afb",20250301,"2025-03",10,"Promoter",1,"Great value","Bulk actions","pro","US","google_ads","2025-03-01 19:49:29+01"
"39734f19-ddd","0f8c2986-4981-49fc-b31f-8becd6d88afb",20250601,"2025-06",8,"Passive",0,"Good but missing a few features","Mobile app improvements","pro","US","google_ads","2025-06-01 21:08:15+01"
"958f6b5f-cba","3e0b97a0-8b7f-4349-b17f-f6f0f9de2f53",20250301,"2025-03",9,"Promoter",1,"Love the kanban board","More integrations","pro","NG","google_ads","2025-03-01 17:14:06+01"
"a84ff6d0-be7","3e0b97a0-8b7f-4349-b17f-f6f0f9de2f53",20250601,"2025-06",9,"Promoter",1,"Love the kanban board","Bulk actions","pro","NG","google_ads","2025-06-01 05:18:58+01"
"5912ceaf-e49","3a508615-5666-479e-b289-40d7a4a80d2a",20240301,"2024-03",7,"Passive",0,"Decent price","Better reporting","starter","NG","google_ads","2024-03-01 22:25:26+01"
"7d434807-f8b","3a508615-5666-479e-b289-40d7a4a80d2a",20240601,"2024-06",9,"Promoter",1,"Love the kanban board","","starter","NG","google_ads","2024-06-01 07:10:09+01"
"8436a9f9-97a","3a508615-5666-479e-b289-40d7a4a80d2a",20240901,"2024-09",10,"Promoter",1,"Love the kanban board","","starter","NG","google_ads","2024-09-01 11:58:41+01"
"ba41e425-b80","3a508615-5666-479e-b289-40d7a4a80d2a",20241201,"2024-12",8,"Passive",0,"Some bugs occasionally","Mobile app improvements","starter","NG","google_ads","2024-12-01 03:04:17+01"
"dbe795ce-a1f","3a508615-5666-479e-b289-40d7a4a80d2a",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","Mobile app improvements","starter","NG","google_ads","2025-03-01 15:51:11+01"
"fb8e763d-bc4","3a508615-5666-479e-b289-40d7a4a80d2a",20250601,"2025-06",8,"Passive",0,"Works well enough","Better reporting","starter","NG","google_ads","2025-06-01 10:55:33+01"
"eb953e4a-146","91f80022-34d3-4a29-85b4-4dd9ecc59012",20250301,"2025-03",8,"Passive",0,"Some bugs occasionally","API docs","business","CA","organic_search","2025-03-01 08:51:03+01"
"a5dcc11f-59e","91f80022-34d3-4a29-85b4-4dd9ecc59012",20250601,"2025-06",8,"Passive",0,"Decent price","More integrations","business","CA","organic_search","2025-06-01 07:29:55+01"
"7ece1f3a-cc9","59da93a9-db37-4bc6-9084-d7c32d19133e",20240901,"2024-09",9,"Promoter",1,"Love the kanban board","Better reporting","business","NG","referral","2024-09-01 22:56:15+01"
"7a2ec787-aa4","59da93a9-db37-4bc6-9084-d7c32d19133e",20241201,"2024-12",10,"Promoter",1,"Great value","","business","NG","referral","2024-12-01 03:39:09+01"
"0a94b89a-ea1","59da93a9-db37-4bc6-9084-d7c32d19133e",20250301,"2025-03",9,"Promoter",1,"Clean UI, nothing bloated","Better reporting","business","NG","referral","2025-03-01 21:04:57+01"
"01f61d00-2e5","59da93a9-db37-4bc6-9084-d7c32d19133e",20250601,"2025-06",6,"Detractor",-1,"Support was slow","API docs","business","NG","referral","2025-06-01 03:40:53+01"
"e39b662c-96e","204d7c5e-240c-4892-88ed-fcc768524fe1",20240902,"2024-09",9,"Promoter",1,"Saves me hours every week","","pro","GB","product_hunt","2024-09-02 00:49:52+01"
"fd949d4e-806","204d7c5e-240c-4892-88ed-fcc768524fe1",20241201,"2024-12",8,"Passive",0,"Decent price","Bulk actions","pro","GB","product_hunt","2024-12-01 11:46:40+01"
"4068af8f-282","204d7c5e-240c-4892-88ed-fcc768524fe1",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","","pro","GB","product_hunt","2025-03-01 08:09:08+01"
"2aae40ea-913","204d7c5e-240c-4892-88ed-fcc768524fe1",20250601,"2025-06",9,"Promoter",1,"Great value","API docs","pro","GB","product_hunt","2025-06-01 06:08:51+01"
"46c1d737-3fe","897524aa-12b8-4d36-ae16-fe28f8b8a7f2",20240901,"2024-09",10,"Promoter",1,"Saves me hours every week","Better reporting","pro","US","linkedin_ads","2024-09-01 04:00:08+01"
"cf183de7-d99","897524aa-12b8-4d36-ae16-fe28f8b8a7f2",20241201,"2024-12",8,"Passive",0,"Some bugs occasionally","","pro","US","linkedin_ads","2024-12-01 20:29:08+01"
"848fc8fb-a9e","897524aa-12b8-4d36-ae16-fe28f8b8a7f2",20250301,"2025-03",10,"Promoter",1,"Great value","API docs","pro","US","linkedin_ads","2025-03-01 01:09:05+01"
"20dc6d94-127","897524aa-12b8-4d36-ae16-fe28f8b8a7f2",20250601,"2025-06",7,"Passive",0,"Works well enough","","pro","US","linkedin_ads","2025-06-01 04:00:42+01"
"2f3efaca-a75","1565357c-7018-411a-9cb9-f49e22584bac",20240601,"2024-06",9,"Promoter",1,"Clean UI, nothing bloated","Better reporting","pro","NG","referral","2024-06-01 02:44:32+01"
"d3498b1c-df2","1565357c-7018-411a-9cb9-f49e22584bac",20240901,"2024-09",9,"Promoter",1,"Super easy to use","Mobile app improvements","pro","NG","referral","2024-09-01 03:27:46+01"
"937168cb-9d4","1565357c-7018-411a-9cb9-f49e22584bac",20241201,"2024-12",10,"Promoter",1,"Saves me hours every week","Better reporting","pro","NG","referral","2024-12-01 13:50:48+01"
"cb527168-8a5","1565357c-7018-411a-9cb9-f49e22584bac",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","More integrations","pro","NG","referral","2025-03-01 09:25:48+01"
"6996d109-382","1565357c-7018-411a-9cb9-f49e22584bac",20250601,"2025-06",10,"Promoter",1,"Saves me hours every week","Better reporting","pro","NG","referral","2025-06-01 17:54:34+01"
"3bb6952b-36e","940aa1ea-c2ae-47ae-be08-ad10021d4209",20240901,"2024-09",9,"Promoter",1,"Super easy to use","","starter","NG","google_ads","2024-09-01 01:46:43+01"
"4f5125b7-885","940aa1ea-c2ae-47ae-be08-ad10021d4209",20241201,"2024-12",10,"Promoter",1,"Super easy to use","More integrations","starter","NG","google_ads","2024-12-01 02:50:21+01"
"bbe83836-e7c","940aa1ea-c2ae-47ae-be08-ad10021d4209",20250301,"2025-03",10,"Promoter",1,"Clean UI, nothing bloated","API docs","starter","NG","google_ads","2025-03-01 03:32:40+01"
"21055d04-6b2","940aa1ea-c2ae-47ae-be08-ad10021d4209",20250601,"2025-06",9,"Promoter",1,"Love the kanban board","","starter","NG","google_ads","2025-06-01 11:25:33+01"
"6b78e482-252","021cf935-d08e-41d9-8a63-0c98ad892621",20240601,"2024-06",9,"Promoter",1,"Love the kanban board","More integrations","pro","CA","google_ads","2024-06-01 12:57:10+01"
"cfb933ca-42b","021cf935-d08e-41d9-8a63-0c98ad892621",20240901,"2024-09",9,"Promoter",1,"Saves me hours every week","API docs","pro","CA","google_ads","2024-09-01 14:02:51+01"
"9acd054f-9a9","021cf935-d08e-41d9-8a63-0c98ad892621",20241201,"2024-12",8,"Passive",0,"Some bugs occasionally","Mobile app improvements","pro","CA","google_ads","2024-12-01 04:53:33+01"
"5dbd89a1-326","021cf935-d08e-41d9-8a63-0c98ad892621",20250301,"2025-03",8,"Passive",0,"Good but missing a few features","More integrations","pro","CA","google_ads","2025-03-01 10:04:23+01"
"9680f976-604","021cf935-d08e-41d9-8a63-0c98ad892621",20250601,"2025-06",8,"Passive",0,"Decent price","API docs","pro","CA","google_ads","2025-06-01 01:48:08+01"
"03568109-124","aa86dbcb-550a-4017-bf00-bc70dea7f25f",20241201,"2024-12",5,"Detractor",-1,"Confusing onboarding","","pro","US","organic_search","2024-12-01 15:34:31+01"
"2510cc4c-e43","aa86dbcb-550a-4017-bf00-bc70dea7f25f",20250301,"2025-03",10,"Promoter",1,"Saves me hours every week","Better reporting","pro","US","organic_search","2025-03-01 03:47:21+01"
"742c5c9e-afa","aa86dbcb-550a-4017-bf00-bc70dea7f25f",20250601,"2025-06",10,"Promoter",1,"Great value","Mobile app improvements","pro","US","organic_search","2025-06-01 09:12:54+01"
"50da399e-234","6dd20475-4669-4e44-bb36-4a7a6ab71172",20240901,"2024-09",8,"Passive",0,"Decent price","Mobile app improvements","business","CA","linkedin_ads","2024-09-01 10:46:06+01"
"a55c486b-e95","6dd20475-4669-4e44-bb36-4a7a6ab71172",20241201,"2024-12",8,"Passive",0,"Some bugs occasionally","More integrations","business","CA","linkedin_ads","2024-12-01 19:26:51+01"
"29e8b069-07c","6dd20475-4669-4e44-bb36-4a7a6ab71172",20250301,"2025-03",8,"Passive",0,"Works well enough","","business","CA","linkedin_ads","2025-03-01 13:19:33+01"
"7b4fe1e6-b00","6dd20475-4669-4e44-bb36-4a7a6ab71172",20250601,"2025-06",10,"Promoter",1,"Saves me hours every week","Mobile app improvements","business","CA","linkedin_ads","2025-06-01 21:13:30+01"
"8b243e3b-738","9e9ac39c-aee9-458a-a556-f8a5c12098c9",20240601,"2024-06",8,"Passive",0,"Some bugs occasionally","Mobile app improvements","business","NG","referral","2024-06-01 16:20:01+01"
"edd3c823-95a","9e9ac39c-aee9-458a-a556-f8a5c12098c9",20240901,"2024-09",10,"Promoter",1,"Saves me hours every week","","business","NG","referral","2024-09-01 12:07:12+01"
"f40eeb6d-a09","9e9ac39c-aee9-458a-a556-f8a5c12098c9",20241201,"2024-12",10,"Promoter",1,"Super easy to use","Mobile app improvements","business","NG","referral","2024-12-01 15:48:30+01"
"f5ac7df7-ae3","9e9ac39c-aee9-458a-a556-f8a5c12098c9",20250301,"2025-03",10,"Promoter",1,"Love the kanban board","API docs","business","NG","referral","2025-03-01 09:15:15+01"
"de2e81b4-436","9e9ac39c-aee9-458a-a556-f8a5c12098c9",20250601,"2025-06",7,"Passive",0,"Works well enough","API docs","business","NG","referral","2025-06-01 13:13:29+01"
"345d9469-c8a","153c838d-fd67-454a-8e80-ac714d2e0a41",20240301,"2024-03",6,"Detractor",-1,"Confusing onboarding","More integrations","pro","GH","referral","2024-03-01 05:34:25+01"
"3c3f38b0-660","153c838d-fd67-454a-8e80-ac714d2e0a41",20240601,"2024-06",8,"Passive",0,"Good but missing a few features","Bulk actions","pro","GH","referral","2024-06-01 22:28:07+01"
"587bb23c-80d","153c838d-fd67-454a-8e80-ac714d2e0a41",20240901,"2024-09",9,"Promoter",1,"Great value","Bulk actions","pro","GH","referral","2024-09-01 10:15:18+01"
"cbe591ef-96f","153c838d-fd67-454a-8e80-ac714d2e0a41",20241201,"2024-12",3,"Detractor",-1,"Confusing onboarding","Better reporting","pro","GH","referral","2024-12-01 09:00:17+01"
"eaf74f41-4cb","153c838d-fd67-454a-8e80-ac714d2e0a41",20250301,"2025-03",10,"Promoter",1,"Love the kanban board","Mobile app improvements","pro","GH","referral","2025-03-01 12:13:42+01"
"a769f72e-5ce","153c838d-fd67-454a-8e80-ac714d2e0a41",20250601,"2025-06",9,"Promoter",1,"Saves me hours every week","API docs","pro","GH","referral","2025-06-01 18:17:00+01"
"9d6e8e84-57f","7287a2e9-b2a0-4fc0-9c85-84c623c131dc",20240301,"2024-03",9,"Promoter",1,"Super easy to use","","pro","US","google_ads","2024-03-01 18:34:36+01"
"28af250e-6c2","7287a2e9-b2a0-4fc0-9c85-84c623c131dc",20240601,"2024-06",7,"Passive",0,"Some bugs occasionally","","pro","US","google_ads","2024-06-01 11:33:16+01"
"8b3943d3-d00","7287a2e9-b2a0-4fc0-9c85-84c623c131dc",20240901,"2024-09",8,"Passive",0,"Decent price","","pro","US","google_ads","2024-09-01 07:01:47+01"
"fc51acf8-790","7287a2e9-b2a0-4fc0-9c85-84c623c131dc",20241201,"2024-12",10,"Promoter",1,"Love the kanban board","API docs","pro","US","google_ads","2024-12-01 09:05:59+01"
"9525d710-3ca","7287a2e9-b2a0-4fc0-9c85-84c623c131dc",20250301,"2025-03",7,"Passive",0,"Good but missing a few features","","pro","US","google_ads","2025-03-01 16:51:42+01"
"31872c60-50f","7287a2e9-b2a0-4fc0-9c85-84c623c131dc",20250601,"2025-06",9,"Promoter",1,"Clean UI, nothing bloated","Mobile app improvements","pro","US","google_ads","2025-06-01 05:24:00+01"
"cd714499-2b2","cb093987-a9f6-4c44-b5df-b633c25cf6fe",20240301,"2024-03",7,"Passive",0,"Decent price","Bulk actions","starter","IN","linkedin_ads","2024-03-01 08:43:23+01"
"92c5a298-5b2","cb093987-a9f6-4c44-b5df-b633c25cf6fe",20240601,"2024-06",0,"Detractor",-1,"Missing integrations I need","Mobile app improvements","starter","IN","linkedin_ads","2024-06-01 11:26:46+01"
"b3d02462-ad9","cb093987-a9f6-4c44-b5df-b633c25cf6fe",20240901,"2024-09",8,"Passive",0,"Some bugs occasionally","Bulk actions","starter","IN","linkedin_ads","2024-09-01 16:12:55+01"
"8eb47613-eeb","cb093987-a9f6-4c44-b5df-b633c25cf6fe",20241201,"2024-12",1,"Detractor",-1,"Missing integrations I need","Better reporting","starter","IN","linkedin_ads","2024-12-01 11:17:56+01"
"38430a4f-76f","cb093987-a9f6-4c44-b5df-b633c25cf6fe",20250301,"2025-03",7,"Passive",0,"Decent price","","starter","IN","linkedin_ads","2025-03-01 16:14:42+01"
"715ef779-445","cb093987-a9f6-4c44-b5df-b633c25cf6fe",20250601,"2025-06",8,"Passive",0,"Decent price","More integrations","starter","IN","linkedin_ads","2025-06-01 05:39:11+01"
"28e19418-2fc","84900ad7-e6a1-42db-8caf-bda82c9d6df2",20240601,"2024-06",10,"Promoter",1,"Love the kanban board","Mobile app improvements","pro","GH","linkedin_ads","2024-06-01 03:49:03+01"
"c6e99a40-c72","84900ad7-e6a1-42db-8caf-bda82c9d6df2",20240901,"2024-09",9,"Promoter",1,"Love the kanban board","API docs","pro","GH","linkedin_ads","2024-09-01 17:28:58+01"
"741bb5ec-2d3","84900ad7-e6a1-42db-8caf-bda82c9d6df2",20241201,"2024-12",10,"Promoter",1,"Best tool for my team","","pro","GH","linkedin_ads","2024-12-01 17:02:15+01"
"6532cca3-d38","84900ad7-e6a1-42db-8caf-bda82c9d6df2",20250301,"2025-03",8,"Passive",0,"Works well enough","","pro","GH","linkedin_ads","2025-03-01 22:07:51+01"
"cacde21c-1d7","84900ad7-e6a1-42db-8caf-bda82c9d6df2",20250601,"2025-06",10,"Promoter",1,"Super easy to use","","pro","GH","linkedin_ads","2025-06-01 08:03:52+01"
"57e76f70-508","edbf0f63-6f65-40e0-87ca-012567ce8617",20250601,"2025-06",9,"Promoter",1,"Love the kanban board","API docs","business","NG","referral","2025-06-01 21:54:04+01"
"089f57b4-ab0","25e4a50f-2eb3-4e29-a0e1-0b6104a2f417",20240301,"2024-03",10,"Promoter",1,"Love the kanban board","Mobile app improvements","pro","IN","referral","2024-03-01 14:34:17+01"
"54ee988c-ae3","25e4a50f-2eb3-4e29-a0e1-0b6104a2f417",20240601,"2024-06",9,"Promoter",1,"Saves me hours every week","Mobile app improvements","pro","IN","referral","2024-06-01 22:42:33+01"
"d0ff17d8-503","25e4a50f-2eb3-4e29-a0e1-0b6104a2f417",20240901,"2024-09",9,"Promoter",1,"Great value","Mobile app improvements","pro","IN","referral","2024-09-01 05:45:08+01"
"3a87baf8-bc9","25e4a50f-2eb3-4e29-a0e1-0b6104a2f417",20241201,"2024-12",10,"Promoter",1,"Clean UI, nothing bloated","Better reporting","pro","IN","referral","2024-12-01 09:40:41+01"
"7196b1bf-1c6","25e4a50f-2eb3-4e29-a0e1-0b6104a2f417",20250301,"2025-03",10,"Promoter",1,"Love the kanban board","Mobile app improvements","pro","IN","referral","2025-03-01 02:17:54+01"
"73e61655-e10","25e4a50f-2eb3-4e29-a0e1-0b6104a2f417",20250601,"2025-06",4,"Detractor",-1,"Too expensive for what it offers","Bulk actions","pro","IN","referral","2025-06-01 06:01:52+01"
"1a93544a-89d","5f663dd2-2c17-407e-a755-583606d7be41",20240301,"2024-03",9,"Promoter",1,"Super easy to use","API docs","business","US","referral","2024-03-01 06:55:40+01"
"e98bdda8-70e","5f663dd2-2c17-407e-a755-583606d7be41",20240601,"2024-06",9,"Promoter",1,"Love the kanban board","Mobile app improvements","business","US","referral","2024-06-01 01:40:40+01"
"04421546-c04","5f663dd2-2c17-407e-a755-583606d7be41",20240901,"2024-09",3,"Detractor",-1,"Confusing onboarding","More integrations","business","US","referral","2024-09-01 14:36:22+01"
"9ea1ac9e-66b","5f663dd2-2c17-407e-a755-583606d7be41",20241201,"2024-12",9,"Promoter",1,"Great value","Bulk actions","business","US","referral","2024-12-01 22:32:01+01"
"3d2539c6-e86","5f663dd2-2c17-407e-a755-583606d7be41",20250302,"2025-03",9,"Promoter",1,"Best tool for my team","","business","US","referral","2025-03-02 00:53:04+01"
"f8f01b74-1ad","5f663dd2-2c17-407e-a755-583606d7be41",20250601,"2025-06",9,"Promoter",1,"Best tool for my team","More integrations","business","US","referral","2025-06-01 12:03:54+01"
"cec5e4e8-68e","af0f0845-dcfe-49ef-8ef4-9064a6d95b64",20250601,"2025-06",9,"Promoter",1,"Super easy to use","Better reporting","business","GB","google_ads","2025-06-01 21:51:21+01"
"88b49ef5-ec4","3531be66-e44b-452e-9760-5ce423f61da3",20240301,"2024-03",9,"Promoter",1,"Best tool for my team","Mobile app improvements","business","DE","referral","2024-03-01 21:04:59+01"
"189b9bf9-7f1","3531be66-e44b-452e-9760-5ce423f61da3",20240601,"2024-06",9,"Promoter",1,"Love the kanban board","More integrations","business","DE","referral","2024-06-01 01:38:31+01"
"f52edd9b-ed8","3531be66-e44b-452e-9760-5ce423f61da3",20240901,"2024-09",7,"Passive",0,"Decent price","More integrations","business","DE","referral","2024-09-01 08:40:24+01"
"2428b7a5-e43","3531be66-e44b-452e-9760-5ce423f61da3",20241201,"2024-12",4,"Detractor",-1,"Keeps crashing on mobile","Better reporting","business","DE","referral","2024-12-01 12:46:03+01"
"840f6da8-87d","3531be66-e44b-452e-9760-5ce423f61da3",20250301,"2025-03",10,"Promoter",1,"Saves me hours every week","","business","DE","referral","2025-03-01 18:43:11+01"
"b763fdfd-c7a","3531be66-e44b-452e-9760-5ce423f61da3",20250601,"2025-06",6,"Detractor",-1,"Keeps crashing on mobile","Better reporting","business","DE","referral","2025-06-01 20:10:52+01"
"3f4a2501-b7a","b46df555-325b-4130-94ef-ab02513bfeb6",20241201,"2024-12",10,"Promoter",1,"Super easy to use","Better reporting","starter","NG","organic_search","2024-12-01 10:10:05+01"
"8d252521-d9a","b46df555-325b-4130-94ef-ab02513bfeb6",20250301,"2025-03",10,"Promoter",1,"Great value","Mobile app improvements","starter","NG","organic_search","2025-03-01 15:24:11+01"
"614ea123-294","b46df555-325b-4130-94ef-ab02513bfeb6",20250601,"2025-06",8,"Passive",0,"Decent price","Mobile app improvements","starter","NG","organic_search","2025-06-01 11:23:31+01"
