response_id,submitted_at,hidden.user_id,hidden.plan,hidden.country,question.nps_score,question.reason,question.feature_request
cd64ab16-2d1,2024-12-01T06:28:53Z,8f0980e1-12ed-4e58-9e32-309ee6d156da,starter,DE,10,Love the kanban board,Bulk actions
e11345f7-b0a,2025-03-01T16:50:50Z,8f0980e1-12ed-4e58-9e32-309ee6d156da,starter,DE,10,Super easy to use,Bulk actions
fec9ff49-924,2025-06-01T00:51:23Z,8f0980e1-12ed-4e58-9e32-309ee6d156da,starter,DE,7,Decent price,Better reporting
ffe29462-fc7,2025-06-01T17:31:26Z,cb5b93e6-010d-4515-8e9f-9b79fb9b3c61,pro,NG,10,Love the kanban board,Bulk actions
06b63691-7d8,2024-03-01T08:42:52Z,ce73edc0-c5f5-46ac-b1db-98fe68c22643,starter,US,7,Works well enough,
24d03865-64e,2024-06-01T09:25:30Z,ce73edc0-c5f5-46ac-b1db-98fe68c22643,starter,US,4,Too expensive for what it offers,Better reporting
57512202-1f7,2024-09-01T23:21:57Z,ce73edc0-c5f5-46ac-b1db-98fe68c22643,starter,US,8,Works well enough,API docs
f3e4c790-fb8,2024-12-01T02:43:43Z,ce73edc0-c5f5-46ac-b1db-98fe68c22643,starter,US,10,Great value,Bulk actions
88796b48-a22,2025-03-01T23:33:06Z,ce73edc0-c5f5-46ac-b1db-98fe68c22643,starter,US,9,"Clean UI, nothing bloated",Bulk actions
5f93ada5-27d,2025-06-01T04:30:29Z,ce73edc0-c5f5-46ac-b1db-98fe68c22643,starter,US,10,Best tool for my team,Mobile app improvements
b0e1d7ea-c83,2024-09-01T08:49:40Z,0d3c4fbc-4a09-4943-80f7-48b53c0290c5,business,NG,10,"Clean UI, nothing bloated",API docs
dd098082-d46,2024-12-01T12:32:47Z,0d3c4fbc-4a09-4943-80f7-48b53c0290c5,business,NG,9,"Clean UI, nothing bloated",
4a546a2c-9a9,2025-03-01T03:13:22Z,0d3c4fbc-4a09-4943-80f7-48b53c0290c5,business,NG,9,Great value,
cf1cffbb-aeb,2025-06-01T00:52:37Z,0d3c4fbc-4a09-4943-80f7-48b53c0290c5,business,NG,9,Best tool for my team,API docs
d566b9ae-ed4,2024-03-01T20:15:18Z,ce31cc9f-3741-42e7-ba7b-1906d0a6e4c7,business,DE,7,Decent price,Mobile app improvements
9783978f-754,2024-06-01T22:47:47Z,ce31cc9f-3741-42e7-ba7b-1906d0a6e4c7,business,DE,8,Decent price,API docs
1eb564f6-66c,2024-09-01T00:28:01Z,ce31cc9f-3741-42e7-ba7b-1906d0a6e4c7,business,DE,9,"Clean UI, nothing bloated",API docs
95c2a46c-a4f,2024-12-01T13:26:00Z,ce31cc9f-3741-42e7-ba7b-1906d0a6e4c7,business,DE,6,Confusing onboarding,Bulk actions
47dd6498-655,2025-03-01T20:38:32Z,ce31cc9f-3741-42e7-ba7b-1906d0a6e4c7,business,DE,8,Works well enough,Mobile app improvements
d9d7feff-bd3,2025-06-01T01:38:27Z,ce31cc9f-3741-42e7-ba7b-1906d0a6e4c7,business,DE,7,Some bugs occasionally,Better reporting
db8d8192-b88,2024-12-01T10:00:09Z,96a84608-45bb-4e03-91e3-f80b8c8d8d63,starter,KE,8,Some bugs occasionally,
9e355d70-fb2,2025-03-01T02:34:16Z,96a84608-45bb-4e03-91e3-f80b8c8d8d63,starter,KE,9,Super easy to use,Better reporting
e7839121-703,2025-06-01T09:36:12Z,96a84608-45bb-4e03-91e3-f80b8c8d8d63,starter,KE,4,Missing integrations I need,API docs
f50de53e-b73,2024-09-01T22:18:35Z,93c085e4-4550-40cc-ac8f-9087396fd09d,starter,IN,8,Works well enough,Bulk actions
ef649e93-219,2024-12-01T07:07:45Z,93c085e4-4550-40cc-ac8f-9087396fd09d,starter,IN,10,Best tool for my team,More integrations
8eb8db7c-a4f,2025-03-01T01:02:02Z,93c085e4-4550-40cc-ac8f-9087396fd09d,starter,IN,10,Best tool for my team,Better reporting
267447e2-4ee,2025-06-01T16:14:14Z,93c085e4-4550-40cc-ac8f-9087396fd09d,starter,IN,9,Saves me hours every week,API docs
91c671e9-254,2024-06-01T14:26:06Z,91e7b019-5bdd-4602-8484-6f2e577b1a3d,pro,DE,8,Good but missing a few features,API docs
c8d96493-41d,2024-09-01T20:16:04Z,91e7b019-5bdd-4602-8484-6f2e577b1a3d,pro,DE,9,Super easy to use,Mobile app improvements
6d5d33a4-cdc,2024-12-01T02:12:12Z,91e7b019-5bdd-4602-8484-6f2e577b1a3d,pro,DE,9,Super easy to use,Mobile app improvements
9e605076-65d,2025-03-01T19:56:20Z,91e7b019-5bdd-4602-8484-6f2e577b1a3d,pro,DE,10,Love the kanban board,API docs
4d19ef03-c87,2025-06-01T10:27:56Z,91e7b019-5bdd-4602-8484-6f2e577b1a3d,pro,DE,10,Saves me hours every week,Better reporting
c7a80def-760,2024-03-01T04:31:53Z,e868ee77-ed48-4f8d-b0bb-14df3d1f38f9,pro,GB,10,Best tool for my team,More integrations
4653b8e0-63a,2024-06-01T22:09:17Z,e868ee77-ed48-4f8d-b0bb-14df3d1f38f9,pro,GB,10,"Clean UI, nothing bloated",Mobile app improvements
bcd8bd88-b6a,2024-09-01T15:00:03Z,e868ee77-ed48-4f8d-b0bb-14df3d1f38f9,pro,GB,10,Love the kanban board,Mobile app improvements
ae5c0015-f34,2024-12-01T10:48:31Z,e868ee77-ed48-4f8d-b0bb-14df3d1f38f9,pro,GB,8,Some bugs occasionally,Mobile app improvements
a30f6d16-510,2025-03-01T08:59:33Z,e868ee77-ed48-4f8d-b0bb-14df3d1f38f9,pro,GB,9,"Clean UI, nothing bloated",
bf325d72-ea9,2025-06-01T17:04:38Z,e868ee77-ed48-4f8d-b0bb-14df3d1f38f9,pro,GB,8,Decent price,Bulk actions
530992b4-c7c,2025-03-01T07:40:46Z,277030f9-a01b-44c4-b274-4f47009f1558,starter,GH,10,Best tool for my team,API docs
d8f5daf8-342,2025-06-01T03:44:54Z,277030f9-a01b-44c4-b274-4f47009f1558,starter,GH,8,Decent price,Mobile app improvements
162a2d24-58c,2024-09-01T23:13:09Z,f34a9484-c934-40c4-a990-88bcd366da1e,pro,US,10,Great value,API docs
8306e78a-8a7,2024-12-01T09:07:35Z,f34a9484-c934-40c4-a990-88bcd366da1e,pro,US,10,Best tool for my team,API docs
0bd1b8e9-dad,2025-03-01T08:31:58Z,f34a9484-c934-40c4-a990-88bcd366da1e,pro,US,8,Works well enough,More integrations
123e2da4-8c8,2025-06-01T08:25:46Z,f34a9484-c934-40c4-a990-88bcd366da1e,pro,US,9,Love the kanban board,Bulk actions
e1f7e6d9-236,2024-12-01T23:55:47Z,aad25c2a-d4d3-47e1-a07d-ede2f8eeb66b,starter,NG,10,Saves me hours every week,Better reporting
409e91b5-8bc,2025-03-01T23:11:15Z,aad25c2a-d4d3-47e1-a07d-ede2f8eeb66b,starter,NG,7,Decent price,Bulk actions
edb8cb30-7e7,2025-06-01T20:10:43Z,aad25c2a-d4d3-47e1-a07d-ede2f8eeb66b,starter,NG,9,Love the kanban board,
94f732d8-ec6,2024-12-01T17:55:34Z,4238a0b8-0d58-4b7a-8569-579523e56bc0,starter,GB,10,"Clean UI, nothing bloated",Bulk actions
a0346453-0a5,2025-03-01T11:13:18Z,4238a0b8-0d58-4b7a-8569-579523e56bc0,starter,GB,10,"Clean UI, nothing bloated",Better reporting
35672bdc-72e,2025-06-01T05:02:25Z,4238a0b8-0d58-4b7a-8569-579523e56bc0,starter,GB,9,Saves me hours every week,Mobile app improvements
c639ad68-77b,2025-03-01T21:23:33Z,7dcbe1ea-6da1-45e0-8b5a-aba2a4289c02,starter,GB,10,Love the kanban board,Bulk actions
0705766c-0e3,2025-06-01T10:47:56Z,7dcbe1ea-6da1-45e0-8b5a-aba2a4289c02,starter,GB,10,Saves me hours every week,API docs
f8293b95-5a9,2024-06-01T12:15:36Z,1cb9a85f-dcae-4584-a2a0-ab1e65a92a70,pro,GH,5,Keeps crashing on mobile,Bulk actions
68c9d8b2-ad8,2024-09-01T17:39:14Z,1cb9a85f-dcae-4584-a2a0-ab1e65a92a70,pro,GH,10,Saves me hours every week,API docs
a2356985-706,2024-12-01T03:17:25Z,1cb9a85f-dcae-4584-a2a0-ab1e65a92a70,pro,GH,7,Good but missing a few features,More integrations
e19506f8-b8f,2025-03-01T19:56:20Z,1cb9a85f-dcae-4584-a2a0-ab1e65a92a70,pro,GH,7,Decent price,API docs
fbef2af9-dc0,2025-06-01T18:37:33Z,1cb9a85f-dcae-4584-a2a0-ab1e65a92a70,pro,GH,9,Great value,
265f47ec-9a7,2025-03-01T01:42:56Z,f9db3678-d413-469d-85ec-2e4cc4dc73d2,business,IN,4,Confusing onboarding,API docs
8fd0661a-032,2025-06-01T02:49:36Z,f9db3678-d413-469d-85ec-2e4cc4dc73d2,business,IN,10,Best tool for my team,API docs
17566979-7bb,2025-03-01T07:30:16Z,d8cb8969-565d-4eef-b775-542ba0fd5c7d,pro,DE,4,Keeps crashing on mobile,
3f505ddb-93a,2025-06-01T23:17:13Z,d8cb8969-565d-4eef-b775-542ba0fd5c7d,pro,DE,10,Saves me hours every week,API docs
13bb400e-d36,2025-03-01T22:12:47Z,e4312fa9-bcf3-41dd-8c0e-7a87d97be327,pro,NG,4,Missing integrations I need,
593f016c-6a5,2025-06-01T22:56:29Z,e4312fa9-bcf3-41dd-8c0e-7a87d97be327,pro,NG,10,Great value,Better reporting
fea42a6c-93e,2025-03-01T04:04:44Z,5380eefa-8631-4f80-8373-1d02fe392ea9,starter,GB,7,Good but missing a few features,Mobile app improvements
81a6e58e-4a0,2025-06-01T21:59:12Z,5380eefa-8631-4f80-8373-1d02fe392ea9,starter,GB,10,Best tool for my team,Better reporting
387339ea-5a3,2025-06-01T20:18:19Z,ddfefcdc-d718-4d8d-8685-6888a552b0be,business,US,9,Best tool for my team,API docs
a3b0721e-b48,2024-03-01T02:49:29Z,e98005f2-45c0-4da4-a552-fda3f4c0e8e9,starter,NG,10,"Clean UI, nothing bloated",Better reporting
153a98a6-7dd,2024-06-01T14:02:10Z,e98005f2-45c0-4da4-a552-fda3f4c0e8e9,starter,NG,9,Great value,Better reporting
d009878b-f00,2024-09-01T08:55:59Z,e98005f2-45c0-4da4-a552-fda3f4c0e8e9,starter,NG,8,Works well enough,More integrations
891ac7ca-b63,2024-12-01T01:14:45Z,e98005f2-45c0-4da4-a552-fda3f4c0e8e9,starter,NG,10,"Clean UI, nothing bloated",Bulk actions
549aafd9-3c6,2025-03-01T12:12:53Z,e98005f2-45c0-4da4-a552-fda3f4c0e8e9,starter,NG,9,Saves me hours every week,Bulk actions
4f143fea-a39,2025-06-01T13:17:57Z,e98005f2-45c0-4da4-a552-fda3f4c0e8e9,starter,NG,9,Great value,
4a6b9a49-7d1,2024-06-01T04:35:43Z,e9335b8f-87a6-4bd8-ad11-a1a29ff254d7,starter,KE,10,Best tool for my team,Bulk actions
b47a0692-021,2024-09-01T02:33:45Z,e9335b8f-87a6-4bd8-ad11-a1a29ff254d7,starter,KE,10,Great value,More integrations
607db590-216,2024-12-01T05:04:09Z,e9335b8f-87a6-4bd8-ad11-a1a29ff254d7,starter,KE,9,Saves me hours every week,More integrations
2f8721ef-914,2025-03-01T01:24:35Z,e9335b8f-87a6-4bd8-ad11-a1a29ff254d7,starter,KE,10,Great value,
a3aa76bf-19b,2025-06-01T03:34:15Z,e9335b8f-87a6-4bd8-ad11-a1a29ff254d7,starter,KE,10,Saves me hours every week,Mobile app improvements
04a520b2-401,2024-09-01T21:05:54Z,3b64ad1e-3e32-4184-9355-39c2edb4e7d1,starter,US,7,Some bugs occasionally,Better reporting
aa6da110-39a,2024-12-01T17:23:36Z,3b64ad1e-3e32-4184-9355-39c2edb4e7d1,starter,US,10,Super easy to use,Bulk actions
ebc923ca-2d1,2025-03-01T20:32:01Z,3b64ad1e-3e32-4184-9355-39c2edb4e7d1,starter,US,7,Works well enough,
d6b72f74-4e4,2025-06-01T15:55:55Z,3b64ad1e-3e32-4184-9355-39c2edb4e7d1,starter,US,9,Love the kanban board,Better reporting
3489b2a7-eb4,2024-06-01T20:07:24Z,75b1b3c9-9821-4cfb-983f-b388c4d09ba2,starter,KE,8,Good but missing a few features,Better reporting
47e6dbea-ad4,2024-09-01T01:35:21Z,75b1b3c9-9821-4cfb-983f-b388c4d09ba2,starter,KE,9,Great value,More integrations
7ead49d9-c43,2024-12-01T13:09:54Z,75b1b3c9-9821-4cfb-983f-b388c4d09ba2,starter,KE,2,Too expensive for what it offers,Better reporting
8adfe4a4-084,2025-03-01T12:11:33Z,75b1b3c9-9821-4cfb-983f-b388c4d09ba2,starter,KE,7,Good but missing a few features,More integrations
6f837a9d-0b2,2025-06-01T00:59:17Z,75b1b3c9-9821-4cfb-983f-b388c4d09ba2,starter,KE,8,Works well enough,More integrations
2463cbc0-062,2024-12-01T10:01:34Z,42ba9697-a199-48ca-a0d1-9c943ef4a358,starter,GH,9,Great value,API docs
4de39281-4e8,2025-03-01T04:02:04Z,42ba9697-a199-48ca-a0d1-9c943ef4a358,starter,GH,5,Confusing onboarding,
73502293-3a1,2025-06-01T19:04:21Z,42ba9697-a199-48ca-a0d1-9c943ef4a358,starter,GH,9,Saves me hours every week,Bulk actions
dffb058f-90c,2024-09-01T21:09:04Z,93d3f449-14a3-43a8-ab07-2165d80ca1ff,starter,ZA,9,Super easy to use,API docs
cdb0ef6b-6f2,2024-12-01T11:17:07Z,93d3f449-14a3-43a8-ab07-2165d80ca1ff,starter,ZA,1,Support was slow,Better reporting
eaa06014-fe1,2025-03-01T07:13:22Z,93d3f449-14a3-43a8-ab07-2165d80ca1ff,starter,ZA,8,Some bugs occasionally,Better reporting
2a004d76-fbe,2025-06-01T04:49:03Z,93d3f449-14a3-43a8-ab07-2165d80ca1ff,starter,ZA,10,Love the kanban board,More integrations
4c42ec4c-40d,2024-03-01T05:38:33Z,07ab680e-2668-425e-88e4-9fc8147dc74a,pro,BR,9,Love the kanban board,More integrations
c3a9db3d-126,2024-06-01T17:31:40Z,07ab680e-2668-425e-88e4-9fc8147dc74a,pro,BR,10,Love the kanban board,API docs
11742ea8-e80,2024-09-01T19:56:11Z,07ab680e-2668-425e-88e4-9fc8147dc74a,pro,BR,10,"Clean UI, nothing bloated",Bulk actions
049e651d-98e,2024-12-01T14:01:17Z,07ab680e-2668-425e-88e4-9fc8147dc74a,pro,BR,9,"Clean UI, nothing bloated",
97ba52af-56b,2025-03-01T04:25:28Z,07ab680e-2668-425e-88e4-9fc8147dc74a,pro,BR,7,Some bugs occasionally,Better reporting
c1acd8b7-da5,2025-06-01T14:49:36Z,07ab680e-2668-425e-88e4-9fc8147dc74a,pro,BR,10,Best tool for my team,Bulk actions
3d2f2196-1b2,2024-03-01T21:19:48Z,87f88d10-be65-45ba-93d2-1c9a1f43b6d7,starter,NG,8,Works well enough,
961eac4f-463,2024-06-01T06:22:40Z,87f88d10-be65-45ba-93d2-1c9a1f43b6d7,starter,NG,9,"Clean UI, nothing bloated",Mobile app improvements
298cbbeb-03b,2024-09-01T21:14:39Z,87f88d10-be65-45ba-93d2-1c9a1f43b6d7,starter,NG,9,Best tool for my team,API docs
ccc4ec2c-687,2024-12-01T18:27:05Z,87f88d10-be65-45ba-93d2-1c9a1f43b6d7,starter,NG,1,Too expensive for what it offers,Mobile app improvements
4ec52530-8b0,2025-03-01T15:11:59Z,87f88d10-be65-45ba-93d2-1c9a1f43b6d7,starter,NG,9,Love the kanban board,More integrations
3b4c943e-f50,2025-06-01T20:58:27Z,87f88d10-be65-45ba-93d2-1c9a1f43b6d7,starter,NG,10,"Clean UI, nothing bloated",API docs
2e174724-8a2,2024-12-01T13:12:08Z,d4998fe4-9ab5-4719-b5c3-bbefaeed37d9,business,KE,10,Love the kanban board,API docs
cd2f27f6-8b0,2025-03-01T01:04:54Z,d4998fe4-9ab5-4719-b5c3-bbefaeed37d9,business,KE,10,Love the kanban board,Mobile app improvements
581db204-53e,2025-06-01T22:48:46Z,d4998fe4-9ab5-4719-b5c3-bbefaeed37d9,business,KE,10,Best tool for my team,Mobile app improvements
733e9c73-744,2025-03-01T10:47:25Z,6b27569d-e5fe-4292-a27f-097f4bef459b,starter,US,9,"Clean UI, nothing bloated",Better reporting
4f3d5271-f7c,2025-06-01T08:52:20Z,6b27569d-e5fe-4292-a27f-097f4bef459b,starter,US,9,Best tool for my team,Better reporting
8fffb8f1-382,2024-09-01T04:38:38Z,52ed0278-53e6-49fb-aaa7-cbff6500d904,business,IN,7,Works well enough,Mobile app improvements
6759a40f-560,2024-12-01T22:59:28Z,52ed0278-53e6-49fb-aaa7-cbff6500d904,business,IN,10,Saves me hours every week,
fc858d08-676,2025-03-01T13:10:06Z,52ed0278-53e6-49fb-aaa7-cbff6500d904,business,IN,5,Keeps crashing on mobile,API docs
d36d82ed-b5f,2025-06-01T16:50:24Z,52ed0278-53e6-49fb-aaa7-cbff6500d904,business,IN,10,Love the kanban board,API docs
b1a2a43b-0be,2024-09-01T20:43:47Z,dcd95b7a-fdc1-4fc6-aab9-72c1b3ba476f,pro,US,0,Support was slow,Mobile app improvements
6eb082ec-34b,2024-12-01T11:39:53Z,dcd95b7a-fdc1-4fc6-aab9-72c1b3ba476f,pro,US,9,Great value,
1c75935d-bf0,2025-03-01T14:54:55Z,dcd95b7a-fdc1-4fc6-aab9-72c1b3ba476f,pro,US,9,Saves me hours every week,Bulk actions
7323e572-091,2025-06-01T08:48:55Z,dcd95b7a-fdc1-4fc6-aab9-72c1b3ba476f,pro,US,1,Too expensive for what it offers,
94faa615-7cc,2024-09-01T05:04:42Z,a29057ab-e7e9-4620-bf18-454c2149e392,pro,NG,10,Great value,Bulk actions
c5f9d931-f2f,2024-12-01T20:13:33Z,a29057ab-e7e9-4620-bf18-454c2149e392,pro,NG,1,Confusing onboarding,Bulk actions
42ee0bc6-e37,2025-03-01T00:05:56Z,a29057ab-e7e9-4620-bf18-454c2149e392,pro,NG,10,Great value,More integrations
b3a0e11b-659,2025-06-01T14:18:35Z,a29057ab-e7e9-4620-bf18-454c2149e392,pro,NG,10,Saves me hours every week,Mobile app improvements
0cda98fe-85a,2025-03-01T10:59:05Z,f1ebb51b-3aef-4e6a-b6db-c34c0edce390,business,IN,9,"Clean UI, nothing bloated",More integrations
6b9a9667-efb,2025-06-01T11:27:42Z,f1ebb51b-3aef-4e6a-b6db-c34c0edce390,business,IN,7,Some bugs occasionally,Bulk actions
697948aa-db5,2024-12-01T07:51:00Z,ad8f7a87-4f9f-4070-966b-5b3c82f4810d,pro,US,8,Good but missing a few features,Better reporting
9b157648-ae5,2025-03-01T17:42:27Z,ad8f7a87-4f9f-4070-966b-5b3c82f4810d,pro,US,9,Super easy to use,Better reporting
db4b6b6c-797,2025-06-01T12:49:32Z,ad8f7a87-4f9f-4070-966b-5b3c82f4810d,pro,US,9,Super easy to use,Better reporting
3dd39bb1-70a,2024-03-01T17:43:22Z,cdd81c38-e476-48a3-8430-e69d89e910d4,starter,NG,7,Some bugs occasionally,Mobile app improvements
a17c404e-2b2,2024-06-01T01:04:42Z,cdd81c38-e476-48a3-8430-e69d89e910d4,starter,NG,5,Too expensive for what it offers,Better reporting
94716c2b-ee6,2024-09-01T00:26:03Z,cdd81c38-e476-48a3-8430-e69d89e910d4,starter,NG,10,Great value,API docs
befe85dd-b9f,2024-12-01T08:48:49Z,cdd81c38-e476-48a3-8430-e69d89e910d4,starter,NG,9,Best tool for my team,Mobile app improvements
49aff30a-f97,2025-03-01T22:28:07Z,cdd81c38-e476-48a3-8430-e69d89e910d4,starter,NG,2,Confusing onboarding,Mobile app improvements
65816e70-6ee,2025-06-01T19:15:01Z,cdd81c38-e476-48a3-8430-e69d89e910d4,starter,NG,9,Saves me hours every week,Bulk actions
8a6115c0-828,2024-06-01T10:52:41Z,5b946b8c-b27d-47cb-952b-abb87359ef8a,pro,KE,7,Works well enough,Mobile app improvements
d2e50d42-f4b,2024-09-01T18:32:58Z,5b946b8c-b27d-47cb-952b-abb87359ef8a,pro,KE,10,Great value,
36f8d2bd-7cd,2024-12-01T14:01:18Z,5b946b8c-b27d-47cb-952b-abb87359ef8a,pro,KE,9,Best tool for my team,Bulk actions
3cd5098b-5a2,2025-03-01T08:51:44Z,5b946b8c-b27d-47cb-952b-abb87359ef8a,pro,KE,10,"Clean UI, nothing bloated",Mobile app improvements
e2821043-6b3,2025-06-01T04:44:06Z,5b946b8c-b27d-47cb-952b-abb87359ef8a,pro,KE,9,Best tool for my team,Better reporting
5ec52d34-877,2024-03-01T01:07:51Z,0f8c2986-4981-49fc-b31f-8becd6d88afb,pro,US,10,Super easy to use,Bulk actions
55bc4968-449,2024-06-01T16:28:09Z,0f8c2986-4981-49fc-b31f-8becd6d88afb,pro,US,9,Best tool for my team,Mobile app improvements
acf3fec5-d74,2024-09-01T22:44:38Z,0f8c2986-4981-49fc-b31f-8becd6d88afb,pro,US,7,Some bugs occasionally,Mobile app improvements
52f3635d-589,2024-12-01T18:46:16Z,0f8c2986-4981-49fc-b31f-8becd6d88afb,pro,US,8,Good but missing a few features,Mobile app improvements
9f275731-ff0,2025-03-01T18:49:29Z,0f8c2986-4981-49fc-b31f-8becd6d88afb,pro,US,10,Great value,Bulk actions
39734f19-ddd,2025-06-01T20:08:15Z,0f8c2986-4981-49fc-b31f-8becd6d88afb,pro,US,8,Good but missing a few features,Mobile app improvements
958f6b5f-cba,2025-03-01T16:14:06Z,3e0b97a0-8b7f-4349-b17f-f6f0f9de2f53,pro,NG,9,Love the kanban board,More integrations
a84ff6d0-be7,2025-06-01T04:18:58Z,3e0b97a0-8b7f-4349-b17f-f6f0f9de2f53,pro,NG,9,Love the kanban board,Bulk actions
5912ceaf-e49,2024-03-01T21:25:26Z,3a508615-5666-479e-b289-40d7a4a80d2a,starter,NG,7,Decent price,Better reporting
7d434807-f8b,2024-06-01T06:10:09Z,3a508615-5666-479e-b289-40d7a4a80d2a,starter,NG,9,Love the kanban board,
8436a9f9-97a,2024-09-01T10:58:41Z,3a508615-5666-479e-b289-40d7a4a80d2a,starter,NG,10,Love the kanban board,
ba41e425-b80,2024-12-01T02:04:17Z,3a508615-5666-479e-b289-40d7a4a80d2a,starter,NG,8,Some bugs occasionally,Mobile app improvements
dbe795ce-a1f,2025-03-01T14:51:11Z,3a508615-5666-479e-b289-40d7a4a80d2a,starter,NG,10,"Clean UI, nothing bloated",Mobile app improvements
fb8e763d-bc4,2025-06-01T09:55:33Z,3a508615-5666-479e-b289-40d7a4a80d2a,starter,NG,8,Works well enough,Better reporting
eb953e4a-146,2025-03-01T07:51:03Z,91f80022-34d3-4a29-85b4-4dd9ecc59012,business,CA,8,Some bugs occasionally,API docs
a5dcc11f-59e,2025-06-01T06:29:55Z,91f80022-34d3-4a29-85b4-4dd9ecc59012,business,CA,8,Decent price,More integrations
7ece1f3a-cc9,2024-09-01T21:56:15Z,59da93a9-db37-4bc6-9084-d7c32d19133e,business,NG,9,Love the kanban board,Better reporting
7a2ec787-aa4,2024-12-01T02:39:09Z,59da93a9-db37-4bc6-9084-d7c32d19133e,business,NG,10,Great value,
0a94b89a-ea1,2025-03-01T20:04:57Z,59da93a9-db37-4bc6-9084-d7c32d19133e,business,NG,9,"Clean UI, nothing bloated",Better reporting
01f61d00-2e5,2025-06-01T02:40:53Z,59da93a9-db37-4bc6-9084-d7c32d19133e,business,NG,6,Support was slow,API docs
e39b662c-96e,2024-09-01T23:49:52Z,204d7c5e-240c-4892-88ed-fcc768524fe1,pro,GB,9,Saves me hours every week,
fd949d4e-806,2024-12-01T10:46:40Z,204d7c5e-240c-4892-88ed-fcc768524fe1,pro,GB,8,Decent price,Bulk actions
4068af8f-282,2025-03-01T07:09:08Z,204d7c5e-240c-4892-88ed-fcc768524fe1,pro,GB,10,"Clean UI, nothing bloated",
2aae40ea-913,2025-06-01T05:08:51Z,204d7c5e-240c-4892-88ed-fcc768524fe1,pro,GB,9,Great value,API docs
46c1d737-3fe,2024-09-01T03:00:08Z,897524aa-12b8-4d36-ae16-fe28f8b8a7f2,pro,US,10,Saves me hours every week,Better reporting
cf183de7-d99,2024-12-01T19:29:08Z,897524aa-12b8-4d36-ae16-fe28f8b8a7f2,pro,US,8,Some bugs occasionally,
848fc8fb-a9e,2025-03-01T00:09:05Z,897524aa-12b8-4d36-ae16-fe28f8b8a7f2,pro,US,10,Great value,API docs
20dc6d94-127,2025-06-01T03:00:42Z,897524aa-12b8-4d36-ae16-fe28f8b8a7f2,pro,US,7,Works well enough,
2f3efaca-a75,2024-06-01T01:44:32Z,1565357c-7018-411a-9cb9-f49e22584bac,pro,NG,9,"Clean UI, nothing bloated",Better reporting
d3498b1c-df2,2024-09-01T02:27:46Z,1565357c-7018-411a-9cb9-f49e22584bac,pro,NG,9,Super easy to use,Mobile app improvements
937168cb-9d4,2024-12-01T12:50:48Z,1565357c-7018-411a-9cb9-f49e22584bac,pro,NG,10,Saves me hours every week,Better reporting
cb527168-8a5,2025-03-01T08:25:48Z,1565357c-7018-411a-9cb9-f49e22584bac,pro,NG,10,"Clean UI, nothing bloated",More integrations
6996d109-382,2025-06-01T16:54:34Z,1565357c-7018-411a-9cb9-f49e22584bac,pro,NG,10,Saves me hours every week,Better reporting
3bb6952b-36e,2024-09-01T00:46:43Z,940aa1ea-c2ae-47ae-be08-ad10021d4209,starter,NG,9,Super easy to use,
4f5125b7-885,2024-12-01T01:50:21Z,940aa1ea-c2ae-47ae-be08-ad10021d4209,starter,NG,10,Super easy to use,More integrations
bbe83836-e7c,2025-03-01T02:32:40Z,940aa1ea-c2ae-47ae-be08-ad10021d4209,starter,NG,10,"Clean UI, nothing bloated",API docs
21055d04-6b2,2025-06-01T10:25:33Z,940aa1ea-c2ae-47ae-be08-ad10021d4209,starter,NG,9,Love the kanban board,
6b78e482-252,2024-06-01T11:57:10Z,021cf935-d08e-41d9-8a63-0c98ad892621,pro,CA,9,Love the kanban board,More integrations
cfb933ca-42b,2024-09-01T13:02:51Z,021cf935-d08e-41d9-8a63-0c98ad892621,pro,CA,9,Saves me hours every week,API docs
9acd054f-9a9,2024-12-01T03:53:33Z,021cf935-d08e-41d9-8a63-0c98ad892621,pro,CA,8,Some bugs occasionally,Mobile app improvements
5dbd89a1-326,2025-03-01T09:04:23Z,021cf935-d08e-41d9-8a63-0c98ad892621,pro,CA,8,Good but missing a few features,More integrations
9680f976-604,2025-06-01T00:48:08Z,021cf935-d08e-41d9-8a63-0c98ad892621,pro,CA,8,Decent price,API docs
03568109-124,2024-12-01T14:34:31Z,aa86dbcb-550a-4017-bf00-bc70dea7f25f,pro,US,5,Confusing onboarding,
2510cc4c-e43,2025-03-01T02:47:21Z,aa86dbcb-550a-4017-bf00-bc70dea7f25f,pro,US,10,Saves me hours every week,Better reporting
742c5c9e-afa,2025-06-01T08:12:54Z,aa86dbcb-550a-4017-bf00-bc70dea7f25f,pro,US,10,Great value,Mobile app improvements
50da399e-234,2024-09-01T09:46:06Z,6dd20475-4669-4e44-bb36-4a7a6ab71172,business,CA,8,Decent price,Mobile app improvements
a55c486b-e95,2024-12-01T18:26:51Z,6dd20475-4669-4e44-bb36-4a7a6ab71172,business,CA,8,Some bugs occasionally,More integrations
29e8b069-07c,2025-03-01T12:19:33Z,6dd20475-4669-4e44-bb36-4a7a6ab71172,business,CA,8,Works well enough,
7b4fe1e6-b00,2025-06-01T20:13:30Z,6dd20475-4669-4e44-bb36-4a7a6ab71172,business,CA,10,Saves me hours every week,Mobile app improvements
8b243e3b-738,2024-06-01T15:20:01Z,9e9ac39c-aee9-458a-a556-f8a5c12098c9,business,NG,8,Some bugs occasionally,Mobile app improvements
